cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Nias 1911 list	884	sichô	61	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			lawoha	stinging ant					ANT	587	https://concepticon.clld.org/parameters/587
the Nias 1911 list	884	sichô	61	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			grote	stinging ant					ANT	587	https://concepticon.clld.org/parameters/587
the Nias 1911 list	884	sichô	61	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			gegewoecho	a bit smaller ant					ANT	587	https://concepticon.clld.org/parameters/587
the Nias 1911 list	884	sichô	61	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE			henoe	termite					ANT	587	https://concepticon.clld.org/parameters/587
the Nias 1911 list	886	oelo	62	slang	snake	ular	403	405	598	TRUE			oelo	generic term (for snake)					SNAKE	730	https://concepticon.clld.org/parameters/730
the Nias 1911 list	886	sawa	62	slang	snake	ular	403	405	598	TRUE			sawa	very large snake					SNAKE	730	https://concepticon.clld.org/parameters/730
the Nias 1911 list	886	kongo	62	slang	snake	ular	403	405	598	TRUE			kongo	green (snake), appr. 1-1.30 m. long					SNAKE	730	https://concepticon.clld.org/parameters/730
the Nias 1911 list	886	sita	62	slang	snake	ular	403	405	598	TRUE			sita	dangerous snake , length appr. 2 metres , dark colour					SNAKE	730	https://concepticon.clld.org/parameters/730
the Nias 1911 list	886	tarita	62	slang	snake	ular	403	405	598	TRUE			tarita	water snake					SNAKE	730	https://concepticon.clld.org/parameters/730
the Nias 1911 list	886	woetawoeta	62	slang	snake	ular	403	405	598	TRUE			woetawoeta	water snake					SNAKE	730	https://concepticon.clld.org/parameters/730
the Nias 1911 list	888	alifa	NA	duizendpoot	centipede	lipan	-	406	600	FALSE									CENTIPEDE	1974	https://concepticon.clld.org/parameters/1974
the Nias 1911 list	891	koekoe'ô	63	worm	worm	cacing	414	417	603	TRUE							custom		WORM	1219	https://concepticon.clld.org/parameters/1219
the Nias 1911 list	891	koeôkoeô	63	worm	worm	cacing	414	417	603	TRUE							custom		WORM	1219	https://concepticon.clld.org/parameters/1219
the Nias 1911 list	892	oero	NA	garnaal	shrimp	udang	406	409	604	FALSE									SHRIMP	2349	https://concepticon.clld.org/parameters/2349
the Nias 1911 list	893	hambae	NA	krab	crab	kepiting	407	410	605	FALSE									CRAB	2348	https://concepticon.clld.org/parameters/2348
the Nias 1911 list	894	lele	NA	schelp	shell	kulit kerang	408	411	606	FALSE									SHELL	598	https://concepticon.clld.org/parameters/598
the Nias 1911 list	896	talaho	NA	kikvors	frog	katak	409	412	608	FALSE									FROG	503	https://concepticon.clld.org/parameters/503
the Nias 1911 list	896	barakao	NA	kikvors	frog	katak	409	412	608	FALSE									FROG	503	https://concepticon.clld.org/parameters/503
the Nias 1911 list	898	bajakomo	NA	hagedis	lizard	kadal	410	413	610	FALSE									LIZARD	632	https://concepticon.clld.org/parameters/632
the Nias 1911 list	899	boroë	NA	varaan, leguaan	iguana	biawak	412	415	611	FALSE									IGUANA	1578	https://concepticon.clld.org/parameters/1578
the Nias 1911 list	900	boeaja	NA	krokodil	crocodile	buaya	411	414	612	FALSE									CROCODILE	1857	https://concepticon.clld.org/parameters/1857
the Nias 1911 list	901	bo'ole	NA	landschildpad	tortoise	kura-kura	413	416	613	FALSE									TORTOISE	895	https://concepticon.clld.org/parameters/895
the Nias 1911 list	902	fônoe	NA	zeeschildpad	turtle	penyu	413	416	614	FALSE									TURTLE	112	https://concepticon.clld.org/parameters/112
the Nias 1911 list	903	doenija	29	heelal	universe	alam semesta	505	511	-	FALSE							from Malay		NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	905	banoea sijaŵa	NA	hemel	sky	langit	507	512	615	TRUE									SKY	1732	https://concepticon.clld.org/parameters/1732
the Nias 1911 list	906	loeo	NA	zon	sun	matahari	508	513	616	TRUE									SUN	1343	https://concepticon.clld.org/parameters/1343
the Nias 1911 list	907	fa'androemondroemô mbaŵa	NA	zonsverduistering	sun eclipse	gerhana matahari	509	514	617	FALSE									ECLIPSE	2285	https://concepticon.clld.org/parameters/2285
the Nias 1911 list	908	bâwa	NA	maan	moon	bulan	510	515	618	TRUE									MOON	1313	https://concepticon.clld.org/parameters/1313
the Nias 1911 list	910		64	maand (namen der maanden)	month (name of the months)	bulan (nama-nama bulan)	784	806	-	FALSE							In Nias the Dutch names of the months are used ; one did not have own names for them .		MONTH	1370	https://concepticon.clld.org/parameters/1370
the Nias 1911 list	911	fa'androendoemô mbaŵa	NA	maansverduistering	moon eclipse	gerhana bulan	511	516	620	FALSE									ECLIPSE	2285	https://concepticon.clld.org/parameters/2285
the Nias 1911 list	912	dôfi	65	ster (als ze namen hebben, die opgeven)	star	bintang	512	517	621	TRUE			madala	evening star					STAR	1430	https://concepticon.clld.org/parameters/1430
the Nias 1911 list	912	dôfi	65	ster (als ze namen hebben, die opgeven)	star	bintang	512	517	621	TRUE			sara	Pleiades					STAR	1430	https://concepticon.clld.org/parameters/1430
the Nias 1911 list	912	dôfi	65	ster (als ze namen hebben, die opgeven)	star	bintang	512	517	621	TRUE			dofi sanimbo	comet					STAR	1430	https://concepticon.clld.org/parameters/1430
the Nias 1911 list	917	tanôa	NA	aarde (aardbol)	earth (globe)	bumi	504	510	624	FALSE									WORLD	965	https://concepticon.clld.org/parameters/965
the Nias 1911 list	917	oeli danô	NA	aarde (aardbol)	earth (globe)	bumi	504	510	624	FALSE									WORLD	965	https://concepticon.clld.org/parameters/965
the Nias 1911 list	919	teoe	NA	regen	rain	hujan	513	518	626	TRUE									RAINING OR RAIN	2108	https://concepticon.clld.org/parameters/2108
the Nias 1911 list	920	namo	NA	dauw	dew	embun	-	519	627	FALSE									DEW	1977	https://concepticon.clld.org/parameters/1977
the Nias 1911 list	920	namo mbanoea	NA	dauw	dew	embun	-	519	627	FALSE									DEW	1977	https://concepticon.clld.org/parameters/1977
the Nias 1911 list	921	lawoeo	NA	wolk	cloud	awan	514	520	628	TRUE									CLOUD	1489	https://concepticon.clld.org/parameters/1489
the Nias 1911 list	923	doemi	NA	regenboog	rainbow	pelangi	515	521	630	FALSE									RAINBOW	1733	https://concepticon.clld.org/parameters/1733
the Nias 1911 list	924	fe'oegoe'oegoe	NA	donder	thunder	guruh	516	522	631	FALSE									THUNDER	1150	https://concepticon.clld.org/parameters/1150
the Nias 1911 list	924	fe'oegoe mbanoea	NA	donder	thunder	guruh	516	522	631	FALSE									THUNDER	1150	https://concepticon.clld.org/parameters/1150
the Nias 1911 list	926	zaerezaere	NA	bliksem	(flash of) lightning	kilat	-	-	632	FALSE									LIGHTNING	1654	https://concepticon.clld.org/parameters/1654
the Nias 1911 list	926	gari mbanoea	NA	bliksem	(flash of) lightning	kilat	-	-	632	FALSE									LIGHTNING	1654	https://concepticon.clld.org/parameters/1654
the Nias 1911 list	927	siheoo	NA	aardbeving	earthquake	gempa bumi	518	524	633	FALSE									EARTHQUAKE	6	https://concepticon.clld.org/parameters/6
the Nias 1911 list	927	doeroe	NA	aardbeving	earthquake	gempa bumi	518	524	633	FALSE									EARTHQUAKE	6	https://concepticon.clld.org/parameters/6
the Nias 1911 list	928	angi	NA	wind	wind	angin	519	525	634	TRUE									WIND	960	https://concepticon.clld.org/parameters/960
the Nias 1911 list	929	angi sabôlô	NA	storm	storm	badai, angin ribut	520	526	635	FALSE									STORM	858	https://concepticon.clld.org/parameters/858
the Nias 1911 list	929	angi sabe'e	NA	storm	storm	badai, angin ribut	520	526	635	FALSE									STORM	858	https://concepticon.clld.org/parameters/858
the Nias 1911 list	930	idanô	NA	water	water	air	521	527	636	TRUE									WATER	948	https://concepticon.clld.org/parameters/948
the Nias 1911 list	931	asi	NA	zee	sea	laut	522	528	637	TRUE	sea (ocean)								SEA	1474	https://concepticon.clld.org/parameters/1474
the Nias 1911 list	932	fa'alo lowoe	66	eb	ebb	surut	523	529	-	FALSE			fa'alo lowoe						CEASE	1928	https://concepticon.clld.org/parameters/1928
the Nias 1911 list	932	dora nasi	66	eb	ebb	surut	523	529	-	FALSE			dora nasi						CEASE	1928	https://concepticon.clld.org/parameters/1928
the Nias 1911 list	932	mele nasi	66	eb	ebb	surut	523	529	-	FALSE			mele nasi						CEASE	1928	https://concepticon.clld.org/parameters/1928
the Nias 1911 list	934	fa'eboea lowoe	NA	vloed	flood, tide	pasang	524	530	-	FALSE									HIGH TIDE	613	https://concepticon.clld.org/parameters/613
the Nias 1911 list	934	lowoe	NA	vloed	flood, tide	pasang	524	530	-	FALSE									HIGH TIDE	613	https://concepticon.clld.org/parameters/613
the Nias 1911 list	935	doeloe	NA	golf	wave	ombak	525	531	639	FALSE									WAVE	978	https://concepticon.clld.org/parameters/978
the Nias 1911 list	936	famoto ndroeloe	NA	branding	breakers, surf	gelombang	526	532	-	FALSE									SURF	3132	https://concepticon.clld.org/parameters/3132
the Nias 1911 list	937	taloe	67	baai	bay	teluk	527	533	640	FALSE			taloe						BAY	663	https://concepticon.clld.org/parameters/663
the Nias 1911 list	937	sadoni asi	67	baai	bay	teluk	527	533	640	FALSE			sadoni asi						BAY	663	https://concepticon.clld.org/parameters/663
the Nias 1911 list	937	walo	67	baai	bay	teluk	527	533	640	FALSE			walo						BAY	663	https://concepticon.clld.org/parameters/663
the Nias 1911 list	938	ene	NA	strand	beach	pantai	528	534	641	FALSE									BEACH	3460	https://concepticon.clld.org/parameters/3460
the Nias 1911 list	938	ene masi	NA	strand	beach	pantai	528	534	641	FALSE									BEACH	3460	https://concepticon.clld.org/parameters/3460
the Nias 1911 list	939	ewali	NA	straat	strait(s)	selat	529	535	-	FALSE									STRAIT	1661	https://concepticon.clld.org/parameters/1661
the Nias 1911 list	940	si lô abacha	68	zandbank	sandbank	busung pasir	530	536	642	FALSE							is circumscribed		NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	941	kara	69	koraalrif	coral reef	karang	531	537	643	FALSE			kara						REEF	660	https://concepticon.clld.org/parameters/660
the Nias 1911 list	941	boengagara	69	koraalrif	coral reef	karang	531	537	643	FALSE			boengagara						REEF	660	https://concepticon.clld.org/parameters/660
the Nias 1911 list	941	toetoeroe gara	69	koraalrif	coral reef	karang	531	537	643	FALSE			toetoeroe gara						REEF	660	https://concepticon.clld.org/parameters/660
the Nias 1911 list	942	tanô	NA	land (in tegenstelling van zee)	land	darat	532	538	644	FALSE									LAND	626	https://concepticon.clld.org/parameters/626
the Nias 1911 list	942	reli danô	NA	land (in tegenstelling van zee)	land	darat	532	538	644	FALSE									LAND	626	https://concepticon.clld.org/parameters/626
the Nias 1911 list	943	tanô	70	land (staat)	land (state)	negara	532	538	-	FALSE			tanô						COUNTRY	1300	https://concepticon.clld.org/parameters/1300
the Nias 1911 list	943	banoea	70	land (staat)	land (state)	negara	532	538	-	FALSE			banoea						COUNTRY	1300	https://concepticon.clld.org/parameters/1300
the Nias 1911 list	943	ôri	70	land (staat)	land (state)	negara	532	538	-	FALSE			ôri						COUNTRY	1300	https://concepticon.clld.org/parameters/1300
the Nias 1911 list	944	hoelo	NA	eiland	island	pulau	533	539	645	FALSE									ISLAND	622	https://concepticon.clld.org/parameters/622
the Nias 1911 list	944	noeza	NA	eiland	island	pulau	533	539	645	FALSE									ISLAND	622	https://concepticon.clld.org/parameters/622
the Nias 1911 list	945	saeroe tanô	NA	landengte	isthmus	tanah genting	534	540	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	946	sadôni tano	NA	landtong, kaap	cape	tanjung, ujung	535	541	646	FALSE									CAPE	1662	https://concepticon.clld.org/parameters/1662
the Nias 1911 list	946	toere	NA	landtong, kaap	cape	tanjung, ujung	535	541	646	FALSE									CAPE	1662	https://concepticon.clld.org/parameters/1662
the Nias 1911 list	947	hili	NA	berg	mountain	gunung	536	542	647	TRUE									MOUNTAIN	639	https://concepticon.clld.org/parameters/639
the Nias 1911 list	948	hilihili	NA	heuvel	hill	bukit	565	572	648	FALSE									HILL	614	https://concepticon.clld.org/parameters/614
the Nias 1911 list	949	sǒsô	NA	bergklimmen, stijgen	mountain-climbing, to ascend	mendaki gunung	-	-	649	FALSE									GO UP (ASCEND)	705	https://concepticon.clld.org/parameters/705
the Nias 1911 list	949	manǒsô	NA	bergklimmen, stijgen	mountain-climbing, to ascend	mendaki gunung	-	-	649	FALSE									GO UP (ASCEND)	705	https://concepticon.clld.org/parameters/705
the Nias 1911 list	950	toeeli	NA	dalen	to go down, to descend	turun	-	546	650	FALSE									GO DOWN (DESCEND)	2014	https://concepticon.clld.org/parameters/2014
the Nias 1911 list	950	manoeeli	NA	dalen	to go down, to descend	turun	-	546	650	FALSE									GO DOWN (DESCEND)	2014	https://concepticon.clld.org/parameters/2014
the Nias 1911 list	951	salo'o	NA	vlakte	plain	dataran	537	544	651	FALSE									PLAIN	652	https://concepticon.clld.org/parameters/652
the Nias 1911 list	952	bawa danô	NA	dal	valley	lembah	538	545	652	FALSE									VALLEY	921	https://concepticon.clld.org/parameters/921
the Nias 1911 list	952	daso	NA	dal	valley	lembah	538	545	652	FALSE									VALLEY	921	https://concepticon.clld.org/parameters/921
the Nias 1911 list	955	atoea	NA	bos	forest, woods	hutan	539	547	655	TRUE	woods								FOREST	420	https://concepticon.clld.org/parameters/420
the Nias 1911 list	955	benoea	NA	bos	forest, woods	hutan	539	547	655	TRUE	woods								FOREST	420	https://concepticon.clld.org/parameters/420
the Nias 1911 list	957	doe'oe	NA	kreupelbos	bush	belukar	540	548	657	FALSE									BUSH	1683	https://concepticon.clld.org/parameters/1683
the Nias 1911 list	957	benoea	NA	kreupelbos	bush	belukar	540	548	657	FALSE									BUSH	1683	https://concepticon.clld.org/parameters/1683
the Nias 1911 list	958	hili alitô	NA	vulkaan	volcano	gunung berapi	566	573	-	FALSE									VOLCANO	2291	https://concepticon.clld.org/parameters/2291
the Nias 1911 list	959	lala	NA	weg	way, road	jalan	567	574	-	TRUE	road								PATH OR ROAD	2457	https://concepticon.clld.org/parameters/2457
the Nias 1911 list	960	tamboe	NA	modder	mud	lumpur	-	575	-	FALSE									MUD	640	https://concepticon.clld.org/parameters/640
the Nias 1911 list	960	lara	NA	modder	mud	lumpur	-	575	-	FALSE									MUD	640	https://concepticon.clld.org/parameters/640
the Nias 1911 list	961	lahe	NA	voetstap (spoor)	footstep (footprint)	bekas tapak kaki, jejak	-	576	658	FALSE									FOOTPRINT	318	https://concepticon.clld.org/parameters/318
the Nias 1911 list	962	ola	NA	grens	border, boundary	batas	569	578	660	FALSE									BORDER	2546	https://concepticon.clld.org/parameters/2546
the Nias 1911 list	963	oengo nidanô	NA	rivier	river	sungai	570	579	661	TRUE									RIVER	666	https://concepticon.clld.org/parameters/666
the Nias 1911 list	963	idanô	NA	rivier	river	sungai	570	579	661	TRUE									RIVER	666	https://concepticon.clld.org/parameters/666
the Nias 1911 list	964	dela	NA	brug	bridge	jembatan	-	580	662	FALSE									BRIDGE	1011	https://concepticon.clld.org/parameters/1011
the Nias 1911 list	964	ete	NA	brug	bridge	jembatan	-	580	662	FALSE									BRIDGE	1011	https://concepticon.clld.org/parameters/1011
the Nias 1911 list	965	miraja	NA	stroomop (varen)	to go upstream	berlayar ke hulu	-	581	663	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787
the Nias 1911 list	965	baoeloe	NA	stroomop (varen)	to go upstream	berlayar ke hulu	-	581	663	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787
the Nias 1911 list	966	mijooe	NA	stroomaf (varen)	to go downstream	berlayar ke hilir	-	582	664	FALSE									SAIL	787	https://concepticon.clld.org/parameters/787
the Nias 1911 list	967	oeloe	NA	bron of oorsprong rivier	spring, source	mata air, sumber air	571	584	665	FALSE									SPRING (OF WATER)	849	https://concepticon.clld.org/parameters/849
the Nias 1911 list	967	oemboe	NA	bron of oorsprong rivier	spring, source	mata air, sumber air	571	584	665	FALSE									SPRING (OF WATER)	849	https://concepticon.clld.org/parameters/849
the Nias 1911 list	968	molô	NA	watervloed, overstroming	flood	banjir	572	585	666	FALSE									HIGH TIDE	613	https://concepticon.clld.org/parameters/613
the Nias 1911 list	969	kara	71	steen	stone	batu	573	586	667	TRUE			kara						STONE	857	https://concepticon.clld.org/parameters/857
the Nias 1911 list	969	batoe	71	steen	stone	batu	573	586	667	TRUE			batoe						STONE	857	https://concepticon.clld.org/parameters/857
the Nias 1911 list	969	gawe	71	steen	stone	batu	573	586	667	TRUE			gawe						STONE	857	https://concepticon.clld.org/parameters/857
the Nias 1911 list	969	gela	71	steen	stone	batu	573	586	667	TRUE			gela						STONE	857	https://concepticon.clld.org/parameters/857
the Nias 1911 list	970	tanô	NA	aarde (grond)	earth (ground)	tanah	574	587	668	TRUE	earth								EARTH (SOIL)	1228	https://concepticon.clld.org/parameters/1228
the Nias 1911 list	971	gawoe	NA	zand	sand	pasir	575	588	669	TRUE									SAND	671	https://concepticon.clld.org/parameters/671
the Nias 1911 list	971	gawoegawoe	NA	zand	sand	pasir	575	588	669	TRUE									SAND	671	https://concepticon.clld.org/parameters/671
the Nias 1911 list	973	siôli	NA	ijzer	iron	besi	577	589	671	FALSE									IRON	621	https://concepticon.clld.org/parameters/621
the Nias 1911 list	973	tofao	NA	ijzer	iron	besi	577	589	671	FALSE									IRON	621	https://concepticon.clld.org/parameters/621
the Nias 1911 list	974	tôla	NA	koper	copper	tembaga	578	590	672	FALSE									COPPER	1825	https://concepticon.clld.org/parameters/1825
the Nias 1911 list	975	kôla	NA	brons	bronze	perunggu	579	591	-	FALSE									BRONZE	2313	https://concepticon.clld.org/parameters/2313
the Nias 1911 list	975	laoja	NA	brons	bronze	perunggu	579	591	-	FALSE									BRONZE	2313	https://concepticon.clld.org/parameters/2313
the Nias 1911 list	976	firô	NA	zilver	silver	perak	580	592	673	FALSE									SILVER	759	https://concepticon.clld.org/parameters/759
the Nias 1911 list	977	balaki	NA	goud	gold	emas	581	593	674	FALSE									GOLD	1369	https://concepticon.clld.org/parameters/1369
the Nias 1911 list	977	ana'a	NA	goud	gold	emas	581	593	674	FALSE									GOLD	1369	https://concepticon.clld.org/parameters/1369
the Nias 1911 list	978	simo safoesi	NA	tin	tin	timah	582	594	-	FALSE									TIN (METAL)	893	https://concepticon.clld.org/parameters/893
the Nias 1911 list	979	simo	NA	lood	lead	timah hitam	583	595	-	FALSE									LEAD (CHEMICAL ELEMENT)	627	https://concepticon.clld.org/parameters/627
the Nias 1911 list	980	balera	NA	zwavel	sulphur	belerang	584	596	675	FALSE									SULPHUR	3386	https://concepticon.clld.org/parameters/3386
the Nias 1911 list	980	talô balera	NA	zwavel	sulphur	belerang	584	596	675	FALSE									SULPHUR	3386	https://concepticon.clld.org/parameters/3386
the Nias 1911 list	981	siamboe	NA	smid	smith	pandai besi	-	611	676	FALSE									BLACKSMITH	1001	https://concepticon.clld.org/parameters/1001
the Nias 1911 list	982	amboecha	NA	smidse	smithy	dapur pandai besi	-	612	677	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	982	efata	NA	smidse	smithy	dapur pandai besi	-	612	677	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	984	acho	NA	houtskool	charcoal	arang	-	613	679	FALSE									CHARCOAL	1188	https://concepticon.clld.org/parameters/1188
the Nias 1911 list	985	farôcha	NA	hamer	hammer	martil	-	614	680	FALSE									HAMMER	1481	https://concepticon.clld.org/parameters/1481
the Nias 1911 list	986	danedane warôcha	NA	aambeeld	anvil	landasan, paron	-	615	681	FALSE									ANVIL	1648	https://concepticon.clld.org/parameters/1648
the Nias 1911 list	986	tandrôsa tôfao	NA	aambeeld	anvil	landasan, paron	-	615	681	FALSE									ANVIL	1648	https://concepticon.clld.org/parameters/1648
the Nias 1911 list	987	farô	NA	tang	tongs	sepit, tang	-	616	682	FALSE									TONGS	272	https://concepticon.clld.org/parameters/272
the Nias 1911 list	988	bo galitô	NA	gloeiende kool	cinders, glowing coals	bara api	-	617	683	FALSE									CHARCOAL	1188	https://concepticon.clld.org/parameters/1188
the Nias 1911 list	989	dali	NA	slijpen	to sharpen, to grind	mengasah	-	618	684	FALSE									SHARPEN (SOMETHING)	251	https://concepticon.clld.org/parameters/251
the Nias 1911 list	989	mondrali	NA	slijpen	to sharpen, to grind	mengasah	-	618	684	FALSE									SHARPEN (SOMETHING)	251	https://concepticon.clld.org/parameters/251
the Nias 1911 list	991	ame'ela	NA	geschenk	gift, present	hadiah, pemberian	634	648	-	FALSE									GIFT	2982	https://concepticon.clld.org/parameters/2982
the Nias 1911 list	991	bôwô	NA	geschenk	gift, present	hadiah, pemberian	634	648	-	FALSE									GIFT	2982	https://concepticon.clld.org/parameters/2982
the Nias 1911 list	992	fatoenô	NA	onderhandelen	to negotiate	berunding	635	649	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	992	mamatoenô	NA	onderhandelen	to negotiate	berunding	635	649	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	993	atoelo'ô	NA	vrede sluiten	to make peace	berdamai, mengadakan perdamaian	636	650	-	FALSE									PEACE	1338	https://concepticon.clld.org/parameters/1338
the Nias 1911 list	993	mangatoelo'ô	NA	vrede sluiten	to make peace	berdamai, mengadakan perdamaian	636	650	-	FALSE									PEACE	1338	https://concepticon.clld.org/parameters/1338
the Nias 1911 list	994	fa'awô	NA	verbond sluiten	to sign a treaty	perjanjian, memutuskan perjanjian	637	651	-	FALSE									AGREEMENT	3644	https://concepticon.clld.org/parameters/3644
the Nias 1911 list	994	mama'awô	NA	verbond sluiten	to sign a treaty	perjanjian, memutuskan perjanjian	637	651	-	FALSE									AGREEMENT	3644	https://concepticon.clld.org/parameters/3644
the Nias 1911 list	995	saniaga	NA	handelaar (grote, kleine)	merchant	saudagar, pedagang	638	652	686	FALSE									MERCHANT	1082	https://concepticon.clld.org/parameters/1082
the Nias 1911 list	996	sogale	NA	landbouwer	farmer	petani	612	629	-	FALSE									FARMER	979	https://concepticon.clld.org/parameters/979
the Nias 1911 list	999	ono mbanoea	NA	volgeling	follower	pengikut	615	630	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	999	sato	NA	volgeling	follower	pengikut	615	630	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	1000	si fa'awô	NA	bondgenoot	ally	sekutu	630	644	-	FALSE									COMPANION	3978	https://concepticon.clld.org/parameters/3978
the Nias 1911 list	1001	lafo	NA	winkel (grote, kleine, warong)	shop	toko, warung	639	653	687	FALSE									SHOP	746	https://concepticon.clld.org/parameters/746
the Nias 1911 list	1001	toko	NA	winkel (grote, kleine, warong)	shop	toko, warung	639	653	687	FALSE									SHOP	746	https://concepticon.clld.org/parameters/746
the Nias 1911 list	1002	ona	NA	markt	market	pasar	640	654	688	FALSE									MARKET	633	https://concepticon.clld.org/parameters/633
the Nias 1911 list	1003	maniaga	NA	handeldrijven, handelen	to trade	berdagang	641	655	689	FALSE									TRADE	898	https://concepticon.clld.org/parameters/898
the Nias 1911 list	1004	faniaga	NA	koopwaren	merchandise	barang dagangan	642	656	690	FALSE									MERCHANDISE	3406	https://concepticon.clld.org/parameters/3406
the Nias 1911 list	1004	zagazaga	NA	koopwaren	merchandise	barang dagangan	642	656	690	FALSE									MERCHANDISE	3406	https://concepticon.clld.org/parameters/3406
the Nias 1911 list	1005	falôlôŵa	NA	naald	needle	jarum	-	657	691	FALSE									NEEDLE (FOR SEWING)	1382	https://concepticon.clld.org/parameters/1382
the Nias 1911 list	1007	bôli	NA	prijs	price	harga	643	658	693	FALSE									PRICE	657	https://concepticon.clld.org/parameters/657
the Nias 1911 list	1008	hare	NA	winst	profit	untung, laba	644	659	694	FALSE									BENEFIT	2929	https://concepticon.clld.org/parameters/2929
the Nias 1911 list	1009	teala	NA	verlies, schade	loss	rugi	645	660	695	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	1010	ôli môwôli	NA	kopen	to buy	membeli	646	661	696	FALSE									BUY	1869	https://concepticon.clld.org/parameters/1869
the Nias 1911 list	1011	eboea mbôli	NA	duur	expensive	mahal	647	662	697	FALSE									EXPENSIVE	1426	https://concepticon.clld.org/parameters/1426
the Nias 1911 list	1012	ide'ide mbôli	NA	goedkoop	cheap	murah	648	663	698	FALSE									CHEAP	1887	https://concepticon.clld.org/parameters/1887
the Nias 1911 list	1013	ômô	NA	schuld	debt	hutang	649	664	699	FALSE									DEBT	1914	https://concepticon.clld.org/parameters/1914
the Nias 1911 list	1014	soegi	NA	manen	to dun	menagih	650	665	700	FALSE									GATHER	7	https://concepticon.clld.org/parameters/7
the Nias 1911 list	1014	manoegi	NA	manen	to dun	menagih	650	665	700	FALSE									GATHER	7	https://concepticon.clld.org/parameters/7
the Nias 1911 list	1015	boe'a	NA	betalen	to pay	membayar	651	666	701	FALSE									PAY	718	https://concepticon.clld.org/parameters/718
the Nias 1911 list	1015	mamoe'a	NA	betalen	to pay	membayar	651	666	701	FALSE									PAY	718	https://concepticon.clld.org/parameters/718
the Nias 1911 list	1016	amawa	NA	verkopen	to sell	menjual	652	667	702	FALSE									SELL	1571	https://concepticon.clld.org/parameters/1571
the Nias 1911 list	1016	mamawa	NA	verkopen	to sell	menjual	652	667	702	FALSE									SELL	1571	https://concepticon.clld.org/parameters/1571
the Nias 1911 list	1017/1018	wawalô	NA	lenen <unsp.>	borrow	pinjam	653	668	703	FALSE									BORROW	1823	https://concepticon.clld.org/parameters/1823
the Nias 1911 list	1017/1018	mombalô	NA	lenen <unsp.>	borrow	pinjam	653	668	703	FALSE									BORROW	1823	https://concepticon.clld.org/parameters/1823
the Nias 1911 list	1019	falali	NA	ruilen	to exchange	menukar	654	669	704	FALSE									EXCHANGE	2509	https://concepticon.clld.org/parameters/2509
the Nias 1911 list	1019	mamalali	NA	ruilen	to exchange	menukar	654	669	704	FALSE									EXCHANGE	2509	https://concepticon.clld.org/parameters/2509
the Nias 1911 list	1020	andrô	NA	bieden	to offer	mempersembahkan	655	670	-	FALSE									DONATE	196	https://concepticon.clld.org/parameters/196
the Nias 1911 list	1020	mangandrô	NA	bieden	to offer	mempersembahkan	655	670	-	FALSE									DONATE	196	https://concepticon.clld.org/parameters/196
the Nias 1911 list	1021	gadegô	NA	verpanden	to pawn	menggadaikan	656	671	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	1021	mogadegô	NA	verpanden	to pawn	menggadaikan	656	671	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	1022	andrô toeoe	NA	afdingen	to bargain	menawar	657	672	705	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	1022	mangandrô	NA	afdingen	to bargain	menawar	657	672	705	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Nias 1911 list	1025	faliêra	NA	schaal	a pair of scales	timbangan	659	673	-	FALSE									SCALES (MEASURE INSTRUMENT)	2783	https://concepticon.clld.org/parameters/2783
the Nias 1911 list	1026	1 dofe	72	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			1 dofe	1 fathom					LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Nias 1911 list	1026	1 sioe	72	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			1 sioe	length of the lower arm					LENGTH	2537	https://concepticon.clld.org/parameters/2537
